name, fCode, lati,long,ellHt,northing,easting,elev,antHt,horizPrec,vertPrec,startTime,RMS,MaxRDOP,MaxHDOP,MaxVDOP,NumPos,minSVs
650105, CL, +34.917199727, -79.661741616, 319.540, 425456.384, 1801631.492, 422.922, 15.737,0.033,0.047,28-May-2008 9:21:37 PM, 0.003,,1.239,1.751,1,9
650106, CL, +34.917217705, -79.661711522, 319.545, 425462.866, 1801640.557, 422.928, 15.737,0.043,0.061,28-May-2008 9:21:38 PM, 0.003,,1.239,1.751,1,9
650107, CL, +34.917236458, -79.661681956, 319.624, 425469.632, 1801649.465, 423.007, 15.737,0.029,0.041,28-May-2008 9:21:39 PM, 0.004,,1.239,1.751,1,9
650108, CL, +34.917255852, -79.661652953, 319.597, 425476.632, 1801658.206, 422.980, 15.737,0.034,0.048,28-May-2008 9:21:40 PM, 0.002,,1.239,1.751,1,9
650109, CL, +34.917274321, -79.661622675, 319.696, 425483.293, 1801667.327, 423.079, 15.737,0.033,0.047,28-May-2008 9:21:41 PM, 0.003,,1.239,1.751,1,9
650110, CL, +34.917294672, -79.661589285, 319.666, 425490.632, 1801677.386, 423.050, 15.737,0.030,0.043,28-May-2008 9:21:42 PM, 0.003,,1.239,1.751,1,9
650111, CL, +34.917314188, -79.661559706, 319.788, 425497.676, 1801686.300, 423.171, 15.737,0.038,0.054,28-May-2008 9:21:43 PM, 0.002,,1.239,1.750,1,9
650112, CL, +34.917333489, -79.661529834, 319.744, 425504.640, 1801695.301, 423.128, 15.737,0.031,0.043,28-May-2008 9:21:44 PM, 0.003,,1.239,1.750,1,9
650113, CL, +34.917352116, -79.661499015, 319.833, 425511.357, 1801704.585, 423.217, 15.737,0.027,0.039,28-May-2008 9:21:45 PM, 0.003,,1.238,1.750,1,9
650114, CL, +34.917371591, -79.661468832, 319.771, 425518.384, 1801713.680, 423.155, 15.737,0.026,0.037,28-May-2008 9:21:46 PM, 0.002,,1.238,1.750,1,9
650115, CL, +34.917391402, -79.661438761, 319.819, 425525.534, 1801722.742, 423.203, 15.737,0.031,0.044,28-May-2008 9:21:47 PM, 0.002,,1.238,1.750,1,9
650116, CL, +34.917410302, -79.661407501, 319.870, 425532.350, 1801732.158, 423.255, 15.737,0.027,0.038,28-May-2008 9:21:48 PM, 0.003,,1.238,1.750,1,9
650117, CL, +34.917429538, -79.661376264, 319.897, 425539.288, 1801741.569, 423.281, 15.737,0.025,0.035,28-May-2008 9:21:49 PM, 0.002,,1.238,1.750,1,9
650118, CL, +34.917449906, -79.661345817, 319.864, 425546.639, 1801750.745, 423.249, 15.737,0.042,0.059,28-May-2008 9:21:50 PM, 0.002,,1.238,1.750,1,9
650119, CL, +34.917469528, -79.661314482, 319.906, 425553.718, 1801760.185, 423.291, 15.737,0.027,0.038,28-May-2008 9:21:51 PM, 0.003,,1.238,1.750,1,9
650120, CL, +34.917488625, -79.661282458, 319.880, 425560.604, 1801769.831, 423.265, 15.737,0.034,0.048,28-May-2008 9:21:52 PM, 0.002,,1.238,1.750,1,9
650121, CL, +34.917508667, -79.661251472, 319.878, 425567.835, 1801779.168, 423.263, 15.737,0.033,0.046,28-May-2008 9:21:53 PM, 0.003,,1.238,1.750,1,9
650122, CL, +34.917528629, -79.661220941, 319.939, 425575.039, 1801788.369, 423.325, 15.737,0.024,0.034,28-May-2008 9:21:54 PM, 0.003,,1.238,1.750,1,9
650123, CL, +34.917547580, -79.661189779, 319.851, 425581.874, 1801797.756, 423.237, 15.737,0.026,0.036,28-May-2008 9:21:55 PM, 0.002,,1.238,1.750,1,9
650124, CL, +34.917567049, -79.661159434, 319.896, 425588.898, 1801806.899, 423.282, 15.737,0.029,0.042,28-May-2008 9:21:56 PM, 0.002,,1.238,1.750,1,9
650125, CL, +34.917586361, -79.661129575, 319.918, 425595.867, 1801815.897, 423.304, 15.737,0.027,0.039,28-May-2008 9:21:57 PM, 0.002,,1.238,1.750,1,9
650126, CL, +34.917605027, -79.661099417, 319.930, 425602.600, 1801824.982, 423.316, 15.737,0.034,0.048,28-May-2008 9:21:58 PM, 0.002,,1.238,1.750,1,9
650127, CL, +34.917623872, -79.661069680, 319.942, 425609.398, 1801833.942, 423.329, 15.737,0.028,0.039,28-May-2008 9:21:59 PM, 0.003,,1.238,1.750,1,9
650128, CL, +34.917643158, -79.661040476, 319.972, 425616.359, 1801842.743, 423.359, 15.737,0.036,0.051,28-May-2008 9:22:00 PM, 0.002,,1.238,1.750,1,9
650129, CL, +34.917661883, -79.661010986, 320.070, 425623.114, 1801851.628, 423.457, 15.737,0.027,0.038,28-May-2008 9:22:01 PM, 0.003,,1.238,1.750,1,9
650130, CL, +34.917680213, -79.660981248, 320.027, 425629.726, 1801860.587, 423.414, 15.737,0.028,0.039,28-May-2008 9:22:02 PM, 0.002,,1.238,1.750,1,9
650131, CL, +34.917699264, -79.660952272, 320.174, 425636.601, 1801869.319, 423.562, 15.737,0.037,0.052,28-May-2008 9:22:03 PM, 0.002,,1.238,1.750,1,9
650132, CL, +34.917718478, -79.660923386, 320.115, 425643.536, 1801878.024, 423.502, 15.737,0.030,0.042,28-May-2008 9:22:04 PM, 0.003,,1.238,1.750,1,9
650133, CL, +34.917736942, -79.660893837, 320.273, 425650.196, 1801886.927, 423.661, 15.737,0.026,0.036,28-May-2008 9:22:05 PM, 0.002,,1.238,1.750,1,9
650134, CL, +34.917755453, -79.660864214, 320.201, 425656.874, 1801895.851, 423.589, 15.737,0.027,0.039,28-May-2008 9:22:06 PM, 0.002,,1.238,1.750,1,9
650135, CL, +34.917774342, -79.660835045, 320.328, 425663.690, 1801904.641, 423.717, 15.737,0.028,0.040,28-May-2008 9:22:07 PM, 0.002,,1.238,1.750,1,9
650136, CL, +34.917793220, -79.660805958, 320.351, 425670.502, 1801913.406, 423.739, 15.737,0.024,0.034,28-May-2008 9:22:08 PM, 0.002,,1.238,1.750,1,9
650137, CL, +34.917811600, -79.660776958, 320.256, 425677.133, 1801922.143, 423.645, 15.737,0.031,0.044,28-May-2008 9:22:09 PM, 0.002,,1.238,1.750,1,9
650138, CL, +34.917830131, -79.660748621, 320.404, 425683.820, 1801930.683, 423.793, 15.737,0.030,0.042,28-May-2008 9:22:10 PM, 0.003,,1.238,1.750,1,9
650139, CL, +34.917848001, -79.660720343, 320.424, 425690.267, 1801939.203, 423.813, 15.737,0.027,0.038,28-May-2008 9:22:11 PM, 0.002,,1.237,1.750,1,9
650140, CL, +34.917867485, -79.660689882, 320.456, 425697.297, 1801948.381, 423.846, 15.737,0.030,0.042,28-May-2008 9:22:12 PM, 0.002,,1.237,1.750,1,9
650141, CL, +34.917884764, -79.660662403, 320.495, 425703.531, 1801956.660, 423.884, 15.737,0.028,0.040,28-May-2008 9:22:13 PM, 0.002,,1.237,1.750,1,9
650142, CL, +34.917901817, -79.660635345, 320.486, 425709.683, 1801964.812, 423.875, 15.737,0.031,0.044,28-May-2008 9:22:14 PM, 0.002,,1.237,1.750,1,9
650143, CL, +34.917918377, -79.660608517, 320.567, 425715.656, 1801972.894, 423.957, 15.737,0.028,0.039,28-May-2008 9:22:15 PM, 0.003,,1.237,1.750,1,9
650144, CL, +34.917949899, -79.660555382, 320.568, 425727.021, 1801988.898, 423.958, 15.737,0.030,0.042,28-May-2008 9:22:17 PM, 0.002,,1.237,1.749,1,9
650145, CL, +34.917980441, -79.660503282, 320.554, 425738.032, 1802004.589, 423.944, 15.737,0.028,0.039,28-May-2008 9:22:19 PM, 0.002,,1.237,1.749,1,9
650146, CL, +34.918008792, -79.660452016, 320.625, 425748.248, 1802020.026, 424.016, 15.737,0.031,0.044,28-May-2008 9:22:21 PM, 0.002,,1.237,1.749,1,9
650147, CL, +34.918035568, -79.660401957, 320.727, 425757.892, 1802035.096, 424.118, 15.737,0.028,0.040,28-May-2008 9:22:23 PM, 0.002,,1.237,1.749,1,9
650148, CL, +34.918060026, -79.660352516, 320.737, 425766.695, 1802049.976, 424.128, 15.737,0.034,0.048,28-May-2008 9:22:25 PM, 0.003,,1.237,1.749,1,9
650149, CL, +34.918082077, -79.660303892, 320.712, 425774.623, 1802064.604, 424.104, 15.737,0.024,0.033,28-May-2008 9:22:27 PM, 0.002,,1.237,1.749,1,9
650150, CL, +34.918102714, -79.660256415, 320.734, 425782.038, 1802078.886, 424.126, 15.737,0.028,0.039,28-May-2008 9:22:29 PM, 0.002,,1.237,1.749,1,9
650151, CL, +34.918120995, -79.660209123, 320.714, 425788.597, 1802093.107, 424.107, 15.737,0.029,0.042,28-May-2008 9:22:31 PM, 0.003,,1.237,1.749,1,9
650152, CL, +34.918138293, -79.660163328, 320.783, 425794.801, 1802106.876, 424.176, 15.737,0.057,0.081,28-May-2008 9:22:33 PM, 0.003,,1.237,1.749,1,9
650153, CL, +34.918154113, -79.660120360, 320.722, 425800.472, 1802119.794, 424.115, 15.737,0.046,0.065,28-May-2008 9:22:35 PM, 0.004,,1.236,1.749,1,9
650154, CL, +34.918166680, -79.660084833, 320.766, 425804.975, 1802130.474, 424.160, 15.737,0.057,0.080,28-May-2008 9:22:37 PM, 0.004,,1.236,1.749,1,9
650155, CL, +34.918180127, -79.660047346, 320.780, 425809.794, 1802141.744, 424.175, 15.737,0.046,0.065,28-May-2008 9:22:40 PM, 0.003,,1.236,1.749,1,9
650156, CL, +34.918191471, -79.660015243, 320.771, 425813.858, 1802151.395, 424.165, 15.737,0.060,0.085,28-May-2008 9:22:43 PM, 0.005,,1.236,1.749,1,9
650157, CL, +34.918201908, -79.659984229, 320.734, 425817.595, 1802160.717, 424.128, 15.737,0.046,0.064,28-May-2008 9:22:46 PM, 0.005,,1.236,1.748,1,9
650158, CL, +34.918214866, -79.659946101, 320.796, 425822.234, 1802172.177, 424.191, 15.737,0.055,0.078,28-May-2008 9:22:50 PM, 0.004,,1.236,1.748,1,9
650159, CL, +34.918227158, -79.659911581, 320.760, 425826.639, 1802182.555, 424.155, 15.737,0.057,0.080,28-May-2008 9:22:54 PM, 0.005,,1.236,1.748,1,9
650160, CL, +34.918238660, -79.659878118, 320.776, 425830.758, 1802192.613, 424.172, 15.737,0.069,0.098,28-May-2008 9:22:58 PM, 0.005,,1.236,1.748,1,9
pt5al, WD, +34.916878702, -79.662249890, 319.220, 425340.571, 1801478.351, 422.598, 15.737,0.024,0.034,28-May-2008 9:26:15 PM, 0.002,2.128,1.227,1.739,6,9
570001, CL, +34.914401697, -79.665540083, 320.984, 424445.725, 1800486.026, 424.343, 15.737,0.042,0.057,28-May-2008 9:33:18 PM, 0.005,,1.241,1.685,1,8
570002, CL, +34.914426113, -79.665506335, 320.934, 424454.543, 1800496.203, 424.293, 15.737,0.031,0.042,28-May-2008 9:33:21 PM, 0.003,,1.241,1.684,1,8
570003, CL, +34.914446215, -79.665476994, 320.915, 424461.800, 1800505.047, 424.274, 15.737,0.030,0.040,28-May-2008 9:33:23 PM, 0.003,,1.241,1.684,1,8
570004, CL, +34.914468478, -79.665443784, 320.942, 424469.835, 1800515.057, 424.302, 15.737,0.030,0.040,28-May-2008 9:33:25 PM, 0.003,,1.241,1.684,1,8
570005, CL, +34.914491862, -79.665406901, 320.924, 424478.271, 1800526.170, 424.284, 15.737,0.043,0.059,28-May-2008 9:33:27 PM, 0.003,,1.241,1.684,1,8
570006, CL, +34.914515897, -79.665368834, 320.932, 424486.941, 1800537.641, 424.292, 15.737,0.041,0.055,28-May-2008 9:33:29 PM, 0.003,,1.241,1.683,1,8
570007, CL, +34.914538528, -79.665332744, 320.869, 424495.105, 1800548.515, 424.230, 15.737,0.043,0.058,28-May-2008 9:33:31 PM, 0.003,,1.241,1.683,1,8
570008, CL, +34.914556865, -79.665303671, 320.896, 424501.720, 1800557.274, 424.256, 15.737,0.049,0.067,28-May-2008 9:33:33 PM, 0.004,,1.242,1.683,1,8
570009, CL, +34.914574389, -79.665275959, 320.822, 424508.041, 1800565.625, 424.182, 15.737,0.041,0.057,28-May-2008 9:34:03 PM, 0.003,,1.002,1.413,1,9
570010, CL, +34.914592043, -79.665247936, 320.841, 424514.410, 1800574.068, 424.201, 15.737,0.024,0.033,28-May-2008 9:34:06 PM, 0.003,,1.243,1.677,1,8
570011, CL, +34.914609252, -79.665220142, 320.850, 424520.617, 1800582.442, 424.211, 15.737,0.025,0.033,28-May-2008 9:34:08 PM, 0.002,,1.243,1.677,1,8
570012, CL, +34.914630395, -79.665186718, 320.797, 424528.244, 1800592.513, 424.158, 15.737,0.023,0.032,28-May-2008 9:34:10 PM, 0.002,,1.244,1.677,1,8
570013, CL, +34.914654886, -79.665147988, 320.735, 424537.079, 1800604.183, 424.096, 15.737,0.027,0.036,28-May-2008 9:34:12 PM, 0.002,,1.244,1.676,1,8
570014, CL, +34.914681350, -79.665105913, 320.572, 424546.626, 1800616.860, 423.933, 15.737,0.030,0.041,28-May-2008 9:34:14 PM, 0.002,,1.244,1.676,1,8
570015, CL, +34.914709274, -79.665062262, 320.504, 424556.700, 1800630.014, 423.866, 15.737,0.032,0.043,28-May-2008 9:34:16 PM, 0.002,,1.244,1.676,1,8
570016, CL, +34.914737235, -79.665017786, 320.376, 424566.786, 1800643.415, 423.738, 15.737,0.033,0.045,28-May-2008 9:34:18 PM, 0.002,,1.244,1.675,1,8
570017, CL, +34.914763434, -79.664976040, 320.191, 424576.237, 1800655.993, 423.554, 15.737,0.027,0.037,28-May-2008 9:34:20 PM, 0.002,,1.244,1.675,1,8
570018, CL, +34.914786623, -79.664939514, 320.027, 424584.603, 1800666.999, 423.390, 15.737,0.058,0.079,28-May-2008 9:34:22 PM, 0.004,,1.244,1.675,1,8
570019, CL, +34.914806765, -79.664907440, 319.968, 424591.868, 1800676.663, 423.331, 15.737,0.039,0.053,28-May-2008 9:34:24 PM, 0.003,,1.244,1.674,1,8
570020, CL, +34.914827707, -79.664874098, 319.935, 424599.423, 1800686.709, 423.298, 15.737,0.033,0.044,28-May-2008 9:34:26 PM, 0.002,,1.244,1.674,1,8
570021, CL, +34.914853173, -79.664834044, 319.895, 424608.610, 1800698.778, 423.259, 15.737,0.025,0.034,28-May-2008 9:34:28 PM, 0.002,,1.244,1.674,1,8
570022, CL, +34.914884639, -79.664784011, 319.811, 424619.961, 1800713.853, 423.175, 15.737,0.029,0.039,28-May-2008 9:34:30 PM, 0.002,,1.245,1.673,1,8
570023, CL, +34.914902724, -79.664755226, 319.677, 424626.485, 1800722.526, 423.041, 15.737,0.028,0.037,28-May-2008 9:34:31 PM, 0.002,,1.245,1.673,1,8
570024, CL, +34.914922430, -79.664724531, 319.692, 424633.594, 1800731.776, 423.056, 15.737,0.052,0.069,28-May-2008 9:34:32 PM, 0.002,,1.245,1.673,1,8
570025, CL, +34.914942983, -79.664691848, 319.610, 424641.008, 1800741.623, 422.975, 15.737,0.039,0.053,28-May-2008 9:34:33 PM, 0.004,,1.245,1.673,1,8
570026, CL, +34.914964104, -79.664658591, 319.553, 424648.628, 1800751.644, 422.918, 15.737,0.047,0.063,28-May-2008 9:34:34 PM, 0.003,,1.245,1.673,1,8
570027, CL, +34.914985305, -79.664625202, 319.480, 424656.277, 1800761.705, 422.845, 15.737,0.041,0.056,28-May-2008 9:34:35 PM, 0.004,,1.245,1.673,1,8
570028, CL, +34.915006214, -79.664591643, 319.437, 424663.819, 1800771.816, 422.802, 15.737,0.068,0.091,28-May-2008 9:34:36 PM, 0.003,,1.245,1.672,1,8
570029, CL, +34.915027109, -79.664558542, 319.435, 424671.357, 1800781.790, 422.800, 15.737,0.074,0.099,28-May-2008 9:34:37 PM, 0.006,,1.245,1.672,1,8
570030, CL, +34.915047787, -79.664526323, 319.386, 424678.817, 1800791.498, 422.751, 15.737,0.101,0.136,28-May-2008 9:34:38 PM, 0.006,,1.245,1.672,1,8
570031, CL, +34.915067757, -79.664494800, 319.339, 424686.021, 1800800.996, 422.705, 15.737,0.068,0.091,28-May-2008 9:34:39 PM, 0.008,,1.245,1.672,1,8
570032, CL, +34.915086748, -79.664464577, 319.372, 424692.872, 1800810.103, 422.738, 15.737,0.032,0.045,28-May-2008 9:34:40 PM, 0.006,,1.001,1.410,1,9
570033, CL, +34.915105046, -79.664435919, 319.364, 424699.474, 1800818.738, 422.730, 15.737,0.028,0.039,28-May-2008 9:34:41 PM, 0.003,,1.001,1.410,1,9
570034, CL, +34.915124243, -79.664405564, 319.295, 424706.399, 1800827.884, 422.662, 15.737,0.023,0.033,28-May-2008 9:34:42 PM, 0.003,,1.001,1.410,1,9
570035, CL, +34.915158583, -79.664351157, 319.306, 424718.787, 1800844.278, 422.673, 15.737,0.034,0.048,28-May-2008 9:34:44 PM, 0.002,,1.001,1.410,1,9
570036, CL, +34.915175618, -79.664324480, 319.380, 424724.933, 1800852.316, 422.747, 15.737,0.026,0.036,28-May-2008 9:34:45 PM, 0.003,,1.001,1.410,1,9
570037, CL, +34.915192292, -79.664297954, 319.367, 424730.948, 1800860.308, 422.734, 15.737,0.023,0.032,28-May-2008 9:34:46 PM, 0.003,,1.001,1.410,1,9
570038, CL, +34.915225393, -79.664245687, 319.338, 424742.889, 1800876.057, 422.705, 15.737,0.055,0.077,28-May-2008 9:34:48 PM, 0.004,,1.001,1.410,1,9
570039, CL, +34.915257977, -79.664194394, 319.370, 424754.644, 1800891.512, 422.738, 15.737,0.045,0.064,28-May-2008 9:34:50 PM, 0.004,,1.001,1.410,1,9
570040, CL, +34.915289821, -79.664144104, 319.431, 424766.132, 1800906.665, 422.799, 15.737,0.058,0.081,28-May-2008 9:34:52 PM, 0.004,,1.001,1.409,1,9
570041, CL, +34.915320870, -79.664094990, 319.348, 424777.333, 1800921.464, 422.716, 15.737,0.051,0.072,28-May-2008 9:34:54 PM, 0.004,,1.001,1.409,1,9
570042, CL, +34.915350897, -79.664047581, 319.454, 424788.166, 1800935.749, 422.823, 15.737,0.051,0.071,28-May-2008 9:34:56 PM, 0.005,,1.001,1.409,1,9
570043, CL, +34.915375334, -79.664009332, 319.443, 424796.982, 1800947.274, 422.813, 15.737,0.038,0.053,28-May-2008 9:34:58 PM, 0.005,,1.001,1.409,1,9
570044, CL, +34.915399448, -79.663970986, 319.379, 424805.681, 1800958.828, 422.748, 15.737,0.029,0.041,28-May-2008 9:35:19 PM, 0.003,,1.000,1.408,1,9
570045, CL, +34.915421356, -79.663936367, 319.480, 424813.584, 1800969.259, 422.849, 15.737,0.040,0.057,28-May-2008 9:35:21 PM, 0.004,,1.000,1.408,1,9
570046, CL, +34.915450974, -79.663889915, 319.480, 424824.270, 1800983.256, 422.850, 15.737,0.034,0.048,28-May-2008 9:35:23 PM, 0.004,,1.000,1.407,1,9
570047, CL, +34.915467817, -79.663863003, 319.442, 424830.346, 1800991.364, 422.812, 15.737,0.030,0.043,28-May-2008 9:35:24 PM, 0.003,,1.000,1.407,1,9
570048, CL, +34.915485830, -79.663834845, 319.570, 424836.845, 1800999.849, 422.941, 15.737,0.027,0.037,28-May-2008 9:35:25 PM, 0.003,,1.000,1.407,1,9
570049, CL, +34.915504494, -79.663805865, 319.539, 424843.579, 1801008.582, 422.909, 15.737,0.062,0.087,28-May-2008 9:35:26 PM, 0.003,,1.000,1.407,1,9
570050, CL, +34.915523470, -79.663775883, 319.587, 424850.425, 1801017.615, 422.958, 15.737,0.044,0.062,28-May-2008 9:35:27 PM, 0.006,,1.000,1.407,1,9
570051, CL, +34.915542670, -79.663745132, 319.591, 424857.350, 1801026.881, 422.962, 15.737,0.044,0.062,28-May-2008 9:35:28 PM, 0.004,,1.000,1.407,1,9
570052, CL, +34.915562452, -79.663714128, 319.597, 424864.487, 1801036.223, 422.968, 15.737,0.043,0.061,28-May-2008 9:35:29 PM, 0.004,,1.000,1.407,1,9
570053, CL, +34.915582629, -79.663682607, 319.606, 424871.767, 1801045.721, 422.977, 15.737,0.035,0.050,28-May-2008 9:35:30 PM, 0.004,,1.000,1.407,1,9
570054, CL, +34.915602747, -79.663650497, 319.691, 424879.024, 1801055.395, 423.062, 15.737,0.030,0.042,28-May-2008 9:35:31 PM, 0.004,,1.000,1.407,1,9
570055, CL, +34.915623170, -79.663618333, 319.680, 424886.392, 1801065.087, 423.052, 15.737,0.038,0.053,28-May-2008 9:35:32 PM, 0.003,,1.000,1.407,1,9
570056, CL, +34.915643832, -79.663586166, 319.656, 424893.847, 1801074.780, 423.028, 15.737,0.046,0.065,28-May-2008 9:35:33 PM, 0.004,,1.000,1.407,1,9
570057, CL, +34.915663964, -79.663553983, 319.687, 424901.109, 1801084.476, 423.060, 15.737,0.037,0.052,28-May-2008 9:35:34 PM, 0.005,,1.000,1.407,1,9
570058, CL, +34.915684105, -79.663522504, 319.759, 424908.376, 1801093.962, 423.131, 15.737,0.041,0.058,28-May-2008 9:35:35 PM, 0.004,,1.000,1.407,1,9
570059, CL, +34.915704064, -79.663491183, 319.740, 424915.577, 1801103.399, 423.113, 15.737,0.032,0.045,28-May-2008 9:35:36 PM, 0.004,,1.000,1.407,1,9
570060, CL, +34.915723801, -79.663459919, 319.733, 424922.697, 1801112.819, 423.106, 15.737,0.035,0.049,28-May-2008 9:35:37 PM, 0.003,,1.000,1.407,1,9
570061, CL, +34.915743194, -79.663428763, 319.783, 424929.692, 1801122.206, 423.156, 15.737,0.035,0.049,28-May-2008 9:35:38 PM, 0.004,,1.000,1.406,1,9
570062, CL, +34.915762676, -79.663398336, 319.771, 424936.721, 1801131.374, 423.145, 15.737,0.030,0.042,28-May-2008 9:35:39 PM, 0.004,,1.000,1.406,1,9
570063, CL, +34.915781968, -79.663367995, 319.864, 424943.681, 1801140.516, 423.237, 15.737,0.049,0.068,28-May-2008 9:35:40 PM, 0.003,,1.000,1.406,1,9
570064, CL, +34.915800932, -79.663337509, 319.759, 424950.521, 1801149.701, 423.132, 15.737,0.035,0.049,28-May-2008 9:35:41 PM, 0.005,,1.000,1.406,1,9
570065, CL, +34.915820182, -79.663307377, 319.744, 424957.467, 1801158.781, 423.118, 15.737,0.042,0.058,28-May-2008 9:35:42 PM, 0.004,,1.000,1.406,1,9
570066, CL, +34.915839393, -79.663277454, 319.817, 424964.398, 1801167.797, 423.191, 15.737,0.036,0.051,28-May-2008 9:35:43 PM, 0.004,,1.000,1.406,1,9
570067, CL, +34.915858356, -79.663247010, 319.797, 424971.238, 1801176.969, 423.171, 15.737,0.029,0.041,28-May-2008 9:35:44 PM, 0.004,,1.000,1.406,1,9
570068, CL, +34.915877382, -79.663216899, 319.818, 424978.102, 1801186.042, 423.193, 15.737,0.033,0.046,28-May-2008 9:35:45 PM, 0.003,,1.000,1.406,1,9
570069, CL, +34.915898664, -79.663184042, 319.832, 424985.781, 1801195.943, 423.207, 15.737,0.042,0.059,28-May-2008 9:35:46 PM, 0.003,,1.000,1.406,1,9
570070, CL, +34.915917733, -79.663153734, 319.888, 424992.660, 1801205.075, 423.263, 15.737,0.034,0.047,28-May-2008 9:35:47 PM, 0.004,,1.000,1.406,1,9
570071, CL, +34.915934787, -79.663126422, 319.968, 424998.812, 1801213.304, 423.343, 15.737,0.029,0.041,28-May-2008 9:35:48 PM, 0.003,,1.000,1.406,1,9
570072, CL, +34.915954197, -79.663096289, 320.014, 425005.815, 1801222.384, 423.389, 15.737,0.038,0.054,28-May-2008 9:35:49 PM, 0.003,,1.000,1.406,1,9
570073, CL, +34.915973610, -79.663066109, 320.072, 425012.819, 1801231.478, 423.447, 15.737,0.037,0.052,28-May-2008 9:35:50 PM, 0.004,,1.000,1.406,1,9
570074, CL, +34.915994604, -79.663032340, 320.002, 425020.392, 1801241.652, 423.378, 15.737,0.036,0.050,28-May-2008 9:35:51 PM, 0.004,,1.000,1.406,1,9
570075, CL, +34.916013911, -79.663001823, 320.049, 425027.357, 1801250.847, 423.425, 15.737,0.035,0.049,28-May-2008 9:35:52 PM, 0.004,,1.000,1.406,1,9
570076, CL, +34.916033580, -79.662971478, 320.067, 425034.455, 1801259.991, 423.444, 15.737,0.027,0.038,28-May-2008 9:35:53 PM, 0.004,,1.000,1.405,1,9
570077, CL, +34.916052894, -79.662940649, 320.138, 425041.422, 1801269.280, 423.514, 15.737,0.041,0.058,28-May-2008 9:35:54 PM, 0.003,,1.000,1.405,1,9
570078, CL, +34.916072255, -79.662909719, 320.117, 425048.406, 1801278.598, 423.493, 15.737,0.032,0.044,28-May-2008 9:35:55 PM, 0.004,,1.000,1.405,1,9
570079, CL, +34.916091902, -79.662878945, 320.132, 425055.494, 1801287.871, 423.509, 15.737,0.041,0.058,28-May-2008 9:35:56 PM, 0.003,,1.000,1.405,1,9
570080, CL, +34.916111562, -79.662848030, 320.190, 425062.587, 1801297.186, 423.567, 15.737,0.033,0.047,28-May-2008 9:35:57 PM, 0.004,,1.000,1.405,1,9
570081, CL, +34.916131017, -79.662816933, 320.226, 425069.605, 1801306.555, 423.603, 15.737,0.027,0.038,28-May-2008 9:35:58 PM, 0.003,,1.000,1.405,1,9
570082, CL, +34.916150555, -79.662786163, 320.230, 425076.654, 1801315.827, 423.607, 15.737,0.031,0.043,28-May-2008 9:35:59 PM, 0.003,,1.000,1.405,1,9
570083, CL, +34.916170038, -79.662755622, 320.282, 425083.683, 1801325.029, 423.659, 15.737,0.030,0.042,28-May-2008 9:36:00 PM, 0.003,,1.000,1.405,1,9
570084, CL, +34.916189411, -79.662724749, 320.293, 425090.671, 1801334.331, 423.671, 15.737,0.030,0.042,28-May-2008 9:36:01 PM, 0.003,,1.000,1.405,1,9
570085, CL, +34.916209035, -79.662693949, 320.323, 425097.751, 1801343.612, 423.701, 15.737,0.036,0.051,28-May-2008 9:36:02 PM, 0.003,,1.000,1.405,1,9
570086, CL, +34.916228804, -79.662663320, 320.358, 425104.884, 1801352.841, 423.736, 15.737,0.027,0.037,28-May-2008 9:36:03 PM, 0.004,,1.000,1.405,1,9
570087, CL, +34.916248155, -79.662632244, 320.373, 425111.865, 1801362.203, 423.751, 15.737,0.027,0.037,28-May-2008 9:36:04 PM, 0.003,,1.000,1.405,1,9
