name, fCode, lati,long,ellHt,northing,easting,elev,antHt,horizPrec,vertPrec,startTime,RMS,MaxRDOP,MaxHDOP,MaxVDOP,NumPos,minSVs
900082, CL, +34.913860926, -79.664181038, 321.162, 424246.197, 1800892.115, 424.538, 15.737,0.019,0.051,27-May-2008 8:51:41 AM, 0.002,,2.762,7.444,1,6
900083, CL, +34.913872716, -79.664144657, 321.079, 424250.415, 1800903.049, 424.456, 15.737,0.092,0.248,27-May-2008 8:51:42 AM, 0.001,,2.761,7.442,1,6
900084, CL, +34.913896153, -79.664071130, 321.175, 424258.797, 1800925.148, 424.552, 15.737,0.066,0.178,27-May-2008 8:51:44 AM, 0.009,,2.759,7.436,1,6
900085, CL, +34.913907941, -79.664034108, 321.128, 424263.012, 1800936.275, 424.506, 15.737,0.031,0.084,27-May-2008 8:51:45 AM, 0.002,,2.757,7.434,1,6
900086, CL, +34.913919747, -79.663997119, 321.151, 424267.234, 1800947.392, 424.529, 15.737,0.066,0.179,27-May-2008 8:51:46 AM, 0.001,,2.756,7.431,1,6
900087, CL, +34.913931621, -79.663960504, 321.076, 424271.482, 1800958.397, 424.454, 15.737,0.040,0.107,27-May-2008 8:51:47 AM, 0.002,,2.755,7.429,1,6
900088, CL, +34.913954821, -79.663886932, 321.337, 424279.778, 1800980.509, 424.716, 15.737,0.017,0.045,27-May-2008 8:51:49 AM, 0.004,,2.753,7.424,1,6
900089, CL, +34.913966554, -79.663850353, 321.274, 424283.975, 1800991.503, 424.653, 15.737,0.014,0.038,27-May-2008 8:51:50 AM, 0.001,,2.752,7.421,1,6
900090, CL, +34.913989755, -79.663778446, 321.244, 424292.274, 1801013.115, 424.624, 15.737,0.017,0.045,27-May-2008 8:51:52 AM, 0.005,,2.749,7.416,1,6
900091, CL, +34.914000786, -79.663742294, 321.299, 424296.216, 1801023.979, 424.679, 15.737,0.012,0.031,27-May-2008 8:51:53 AM, 0.001,,2.748,7.413,1,6
900092, CL, +34.914013092, -79.663706482, 321.390, 424300.622, 1801034.745, 424.771, 15.737,0.046,0.123,27-May-2008 8:51:54 AM, 0.000,,2.747,7.411,1,6
900093, CL, +34.914024900, -79.663670144, 321.243, 424304.847, 1801045.667, 424.624, 15.737,0.036,0.097,27-May-2008 8:51:55 AM, 0.002,,2.746,7.408,1,6
900094, CL, +34.914036317, -79.663634164, 321.516, 424308.930, 1801056.480, 424.897, 15.737,0.047,0.127,27-May-2008 8:51:56 AM, 0.001,,2.745,7.405,1,6
900095, CL, +34.914048114, -79.663597564, 321.316, 424313.149, 1801067.481, 424.698, 15.737,0.020,0.053,27-May-2008 8:51:57 AM, 0.002,,2.743,7.403,1,6
900096, CL, +34.914060078, -79.663560647, 321.216, 424317.429, 1801078.577, 424.598, 15.737,0.020,0.053,27-May-2008 8:51:58 AM, 0.001,,2.742,7.400,1,6
900097, CL, +34.914071917, -79.663523591, 321.352, 424321.664, 1801089.714, 424.734, 15.737,0.015,0.042,27-May-2008 8:51:59 AM, 0.001,,2.741,7.398,1,6
900098, CL, +34.914083715, -79.663486453, 321.258, 424325.883, 1801100.876, 424.640, 15.737,0.048,0.129,27-May-2008 8:52:00 AM, 0.001,,2.740,7.395,1,6
900099, CL, +34.914095004, -79.663449850, 321.325, 424329.918, 1801111.876, 424.708, 15.737,0.013,0.035,27-May-2008 8:52:01 AM, 0.002,,2.739,7.392,1,6
900100, CL, +34.914106782, -79.663413852, 321.422, 424334.132, 1801122.696, 424.804, 15.737,0.015,0.040,27-May-2008 8:52:02 AM, 0.000,,2.738,7.390,1,6
900101, CL, +34.914129946, -79.663342666, 321.451, 424342.419, 1801144.092, 424.834, 15.737,0.079,0.212,27-May-2008 8:52:04 AM, 0.004,,2.735,7.385,1,6
900102, CL, +34.914141210, -79.663307126, 321.249, 424346.448, 1801154.773, 424.633, 15.737,0.095,0.258,27-May-2008 8:52:05 AM, 0.003,,2.734,7.382,1,6
900103, CL, +34.914152415, -79.663271655, 321.289, 424350.454, 1801165.434, 424.673, 15.737,0.012,0.032,27-May-2008 8:52:06 AM, 0.004,,2.733,7.380,1,6
900104, CL, +34.914163889, -79.663236364, 321.249, 424354.559, 1801176.041, 424.633, 15.737,0.047,0.128,27-May-2008 8:52:07 AM, 0.000,,2.732,7.377,1,6
900105, CL, +34.914175737, -79.663201450, 321.328, 424358.801, 1801186.536, 424.713, 15.737,0.051,0.137,27-May-2008 8:52:08 AM, 0.002,,2.731,7.374,1,6
900106, CL, +34.914186671, -79.663166138, 321.321, 424362.710, 1801197.148, 424.706, 15.737,0.015,0.040,27-May-2008 8:52:09 AM, 0.002,,2.729,7.372,1,6
900107, CL, +34.914197599, -79.663130848, 321.446, 424366.616, 1801207.754, 424.831, 15.737,0.012,0.032,27-May-2008 8:52:10 AM, 0.001,,2.728,7.369,1,6
900108, CL, +34.914208817, -79.663096037, 321.405, 424370.628, 1801218.217, 424.791, 15.737,0.012,0.031,27-May-2008 8:52:11 AM, 0.000,,2.727,7.367,1,6
900109, CL, +34.914220206, -79.663061912, 321.277, 424374.705, 1801228.474, 424.663, 15.737,0.051,0.139,27-May-2008 8:52:12 AM, 0.000,,2.726,7.364,1,6
900110, CL, +34.914231834, -79.663027809, 321.337, 424378.868, 1801238.725, 424.724, 15.737,0.023,0.063,27-May-2008 8:52:13 AM, 0.002,,2.725,7.361,1,6
900111, CL, +34.914252455, -79.662959465, 321.340, 424386.236, 1801259.263, 424.727, 15.737,0.034,0.092,27-May-2008 8:52:15 AM, 0.004,,2.722,7.356,1,6
900112, CL, +34.914262755, -79.662927850, 321.439, 424389.921, 1801268.766, 424.827, 15.737,0.011,0.031,27-May-2008 8:52:16 AM, 0.001,,2.721,7.354,1,6
900113, CL, +34.914282364, -79.662870456, 321.226, 424396.942, 1801286.019, 424.614, 15.737,0.031,0.084,27-May-2008 8:52:18 AM, 0.001,,2.719,7.348,1,6
900114, CL, +34.914296370, -79.662823226, 321.201, 424401.945, 1801300.211, 424.589, 15.737,0.032,0.086,27-May-2008 8:52:20 AM, 0.000,,2.717,7.343,1,6
900115, CL, +34.914317155, -79.662759599, 321.512, 424409.382, 1801319.335, 424.901, 15.737,0.062,0.167,27-May-2008 8:52:23 AM, 0.005,,2.713,7.335,1,6
150001, CL, +34.914324704, -79.662737371, 321.102, 424412.085, 1801326.017, 424.491, 15.737,0.065,0.177,27-May-2008 8:53:12 AM, 0.001,,2.657,7.208,1,6
150002, CL, +34.914336678, -79.662700572, 321.149, 424416.369, 1801337.077, 424.538, 15.737,0.058,0.156,27-May-2008 8:53:16 AM, 0.005,,2.653,7.198,1,6
150003, CL, +34.914350745, -79.662654567, 321.341, 424421.396, 1801350.902, 424.730, 15.737,0.072,0.195,27-May-2008 8:53:18 AM, 0.002,,2.650,7.192,1,6
150004, CL, +34.914369340, -79.662597601, 321.253, 424428.049, 1801368.024, 424.643, 15.737,0.017,0.047,27-May-2008 8:53:20 AM, 0.006,,2.648,7.187,1,6
150005, CL, +34.914380273, -79.662565775, 321.330, 424431.964, 1801377.592, 424.720, 15.737,0.059,0.159,27-May-2008 8:53:21 AM, 0.001,,2.647,7.185,1,6
150006, CL, +34.914391258, -79.662531964, 321.239, 424435.894, 1801387.754, 424.629, 15.737,0.044,0.120,27-May-2008 8:53:22 AM, 0.002,,2.646,7.182,1,6
150007, CL, +34.914402856, -79.662497381, 321.340, 424440.046, 1801398.149, 424.730, 15.737,0.046,0.125,27-May-2008 8:53:23 AM, 0.002,,2.645,7.180,1,6
150008, CL, +34.914416375, -79.662462275, 321.154, 424444.895, 1801408.706, 424.545, 15.737,0.039,0.105,27-May-2008 8:53:24 AM, 0.002,,2.644,7.177,1,6
150009, CL, +34.914430923, -79.662426840, 321.059, 424450.119, 1801419.363, 424.451, 15.737,0.011,0.031,27-May-2008 8:53:25 AM, 0.001,,2.642,7.174,1,6
150010, CL, +34.914446058, -79.662390190, 321.118, 424455.554, 1801430.387, 424.510, 15.737,0.019,0.051,27-May-2008 8:53:26 AM, 0.000,,2.641,7.172,1,6
150011, CL, +34.914461441, -79.662353578, 320.975, 424461.078, 1801441.400, 424.367, 15.737,0.042,0.115,27-May-2008 8:53:27 AM, 0.001,,2.640,7.169,1,6
150012, CL, +34.914477595, -79.662316908, 320.883, 424466.884, 1801452.432, 424.275, 15.737,0.023,0.063,27-May-2008 8:53:28 AM, 0.002,,2.639,7.167,1,6
150013, CL, +34.914510555, -79.662243817, 320.874, 424478.733, 1801474.422, 424.267, 15.737,0.042,0.113,27-May-2008 8:53:30 AM, 0.005,,2.637,7.161,1,6
150014, CL, +34.914526831, -79.662206679, 320.620, 424484.582, 1801485.595, 424.013, 15.737,0.033,0.090,27-May-2008 8:53:31 AM, 0.002,,2.636,7.159,1,6
150015, CL, +34.914559527, -79.662133794, 320.543, 424496.335, 1801507.523, 423.936, 15.737,0.082,0.224,27-May-2008 8:53:33 AM, 0.005,,2.634,7.154,1,6
150016, CL, +34.914608849, -79.662028376, 320.594, 424514.074, 1801539.244, 423.989, 15.737,0.070,0.191,27-May-2008 8:53:36 AM, 0.004,,2.630,7.146,1,6
150017, CL, +34.914643016, -79.661961519, 320.579, 424526.374, 1801559.369, 423.974, 15.737,0.033,0.090,27-May-2008 8:53:38 AM, 0.004,,2.628,7.141,1,6
150018, CL, +34.914660405, -79.661928859, 320.516, 424532.637, 1801569.202, 423.911, 15.737,0.033,0.090,27-May-2008 8:53:39 AM, 0.001,,2.627,7.138,1,6
150019, CL, +34.914677753, -79.661896788, 320.496, 424538.886, 1801578.858, 423.892, 15.737,0.066,0.180,27-May-2008 8:53:40 AM, 0.001,,2.626,7.135,1,6
150020, CL, +34.914695561, -79.661865452, 320.421, 424545.304, 1801588.295, 423.817, 15.737,0.054,0.146,27-May-2008 8:53:41 AM, 0.003,,2.625,7.133,1,6
150021, CL, +34.914713649, -79.661834564, 320.364, 424551.826, 1801597.598, 423.760, 15.737,0.042,0.114,27-May-2008 8:53:42 AM, 0.002,,2.623,7.130,1,6
150022, CL, +34.914731525, -79.661804074, 320.326, 424558.270, 1801606.781, 423.722, 15.737,0.012,0.032,27-May-2008 8:53:43 AM, 0.002,,2.622,7.128,1,6
150023, CL, +34.914749569, -79.661774069, 320.306, 424564.777, 1801615.820, 423.702, 15.737,0.014,0.037,27-May-2008 8:53:44 AM, 0.000,,2.621,7.125,1,6
150024, CL, +34.914767912, -79.661744774, 320.482, 424571.393, 1801624.646, 423.878, 15.737,0.015,0.041,27-May-2008 8:53:45 AM, 0.001,,2.620,7.122,1,6
150025, CL, +34.914786314, -79.661715680, 320.422, 424578.033, 1801633.412, 423.818, 15.737,0.034,0.093,27-May-2008 8:53:46 AM, 0.001,,2.619,7.120,1,6
150026, CL, +34.914804750, -79.661686824, 320.398, 424584.684, 1801642.107, 423.795, 15.737,0.021,0.058,27-May-2008 8:53:47 AM, 0.001,,2.618,7.117,1,6
150027, CL, +34.914823289, -79.661658217, 320.396, 424591.374, 1801650.728, 423.793, 15.737,0.040,0.108,27-May-2008 8:53:48 AM, 0.001,,2.617,7.115,1,6
150028, CL, +34.914841949, -79.661629750, 320.433, 424598.108, 1801659.307, 423.830, 15.737,0.013,0.037,27-May-2008 8:53:49 AM, 0.002,,2.616,7.112,1,6
150029, CL, +34.914860387, -79.661601311, 320.392, 424604.761, 1801667.877, 423.790, 15.737,0.021,0.058,27-May-2008 8:53:50 AM, 0.001,,2.615,7.109,1,6
150030, CL, +34.914878345, -79.661573004, 320.486, 424611.240, 1801676.406, 423.884, 15.737,0.029,0.078,27-May-2008 8:53:51 AM, 0.001,,2.613,7.107,1,6
150031, CL, +34.914895758, -79.661545939, 320.220, 424617.523, 1801684.561, 423.618, 15.737,0.026,0.072,27-May-2008 8:53:52 AM, 0.001,,2.612,7.104,1,6
150032, CL, +34.914921936, -79.661505214, 320.096, 424626.968, 1801696.833, 423.494, 15.737,0.012,0.034,27-May-2008 8:53:54 AM, 0.005,,2.610,7.099,1,6
150033, CL, +34.914939612, -79.661477716, 320.366, 424633.346, 1801705.119, 423.764, 15.737,0.021,0.058,27-May-2008 8:54:26 AM, 0.001,,2.575,7.016,1,6
150034, CL, +34.914968315, -79.661433734, 320.325, 424643.704, 1801718.373, 423.724, 15.737,0.043,0.116,27-May-2008 8:54:29 AM, 0.001,,2.572,7.008,1,6
150035, CL, +34.914998421, -79.661386403, 320.258, 424654.565, 1801732.635, 423.657, 15.737,0.031,0.085,27-May-2008 8:54:31 AM, 0.002,,2.570,7.003,1,6
150036, CL, +34.915016314, -79.661358424, 320.267, 424661.021, 1801741.065, 423.666, 15.737,0.022,0.060,27-May-2008 8:54:32 AM, 0.001,,2.569,7.000,1,6
150037, CL, +34.915036098, -79.661328284, 320.039, 424668.161, 1801750.148, 423.439, 15.737,0.029,0.079,27-May-2008 8:54:33 AM, 0.001,,2.567,6.998,1,6
150038, CL, +34.915056129, -79.661296553, 320.264, 424675.387, 1801759.709, 423.664, 15.737,0.014,0.038,27-May-2008 8:54:34 AM, 0.001,,2.566,6.995,1,6
150039, CL, +34.915076174, -79.661263899, 320.049, 424682.617, 1801769.546, 423.449, 15.737,0.051,0.140,27-May-2008 8:54:35 AM, 0.001,,2.565,6.992,1,6
150040, CL, +34.915097148, -79.661232319, 320.021, 424690.187, 1801779.064, 423.421, 15.737,0.050,0.137,27-May-2008 8:54:36 AM, 0.002,,2.564,6.990,1,6
150041, CL, +34.915136949, -79.661168440, 320.099, 424704.544, 1801798.309, 423.499, 15.737,0.052,0.143,27-May-2008 8:54:38 AM, 0.004,,2.562,6.985,1,6
150042, CL, +34.915177556, -79.661106095, 320.104, 424719.197, 1801817.097, 423.505, 15.737,0.019,0.052,27-May-2008 8:54:40 AM, 0.006,,2.560,6.979,1,6
150043, CL, +34.915196502, -79.661074616, 320.199, 424726.029, 1801826.579, 423.600, 15.737,0.059,0.160,27-May-2008 8:54:41 AM, 0.001,,2.559,6.977,1,6
150044, CL, +34.915215770, -79.661043622, 320.154, 424732.980, 1801835.917, 423.555, 15.737,0.013,0.036,27-May-2008 8:54:42 AM, 0.002,,2.558,6.974,1,6
150045, CL, +34.915235678, -79.661013627, 320.136, 424740.165, 1801844.957, 423.538, 15.737,0.035,0.097,27-May-2008 8:54:43 AM, 0.001,,2.557,6.972,1,6
150046, CL, +34.915254639, -79.660983136, 319.983, 424747.004, 1801854.143, 423.385, 15.737,0.071,0.194,27-May-2008 8:54:44 AM, 0.001,,2.556,6.969,1,6
150047, CL, +34.915273200, -79.660952777, 320.180, 424753.698, 1801863.289, 423.582, 15.737,0.050,0.136,27-May-2008 8:54:45 AM, 0.003,,2.554,6.966,1,6
150048, CL, +34.915292341, -79.660923709, 320.101, 424760.606, 1801872.049, 423.503, 15.737,0.039,0.106,27-May-2008 8:54:46 AM, 0.002,,2.553,6.964,1,6
150049, CL, +34.915311305, -79.660894621, 320.101, 424767.450, 1801880.815, 423.503, 15.737,0.077,0.210,27-May-2008 8:54:47 AM, 0.002,,2.552,6.961,1,6
150050, CL, +34.915329177, -79.660865189, 319.874, 424773.895, 1801889.681, 423.276, 15.737,0.030,0.081,27-May-2008 8:54:48 AM, 0.003,,2.551,6.959,1,6
150051, CL, +34.915347174, -79.660836878, 320.171, 424780.388, 1801898.211, 423.574, 15.737,0.083,0.226,27-May-2008 8:54:49 AM, 0.001,,2.550,6.956,1,6
150052, CL, +34.915365610, -79.660808915, 320.151, 424787.042, 1801906.638, 423.553, 15.737,0.017,0.047,27-May-2008 8:54:50 AM, 0.003,,2.549,6.953,1,6
150053, CL, +34.915383073, -79.660780954, 320.169, 424793.341, 1801915.062, 423.572, 15.737,0.026,0.071,27-May-2008 8:54:51 AM, 0.001,,2.548,6.951,1,6
150054, CL, +34.915399826, -79.660753252, 320.223, 424799.383, 1801923.407, 423.626, 15.737,0.051,0.138,27-May-2008 8:54:52 AM, 0.001,,2.547,6.948,1,6
150055, CL, +34.915416978, -79.660726663, 320.214, 424805.571, 1801931.419, 423.617, 15.737,0.011,0.031,27-May-2008 8:54:53 AM, 0.002,,2.546,6.946,1,6
150056, CL, +34.915434238, -79.660700498, 320.338, 424811.801, 1801939.305, 423.741, 15.737,0.014,0.037,27-May-2008 8:54:54 AM, 0.000,,2.545,6.943,1,6
150057, CL, +34.915466661, -79.660648122, 320.556, 424823.496, 1801955.084, 423.959, 15.737,0.070,0.191,27-May-2008 8:54:56 AM, 0.001,,2.543,6.938,1,6
150058, CL, +34.915499041, -79.660598391, 320.435, 424835.180, 1801970.070, 423.839, 15.737,0.014,0.038,27-May-2008 8:54:58 AM, 0.002,,2.541,6.933,1,6
150059, CL, +34.915529392, -79.660549172, 320.516, 424846.128, 1801984.898, 423.921, 15.737,0.036,0.098,27-May-2008 8:55:00 AM, 0.001,,2.538,6.927,1,6
150060, CL, +34.915560109, -79.660501755, 320.331, 424857.212, 1801999.186, 423.736, 15.737,0.090,0.246,27-May-2008 8:55:02 AM, 0.001,,2.536,6.922,1,6
150061, CL, +34.915589521, -79.660455243, 320.626, 424867.823, 1802013.200, 424.031, 15.737,0.011,0.031,27-May-2008 8:55:04 AM, 0.002,,2.534,6.917,1,6
150062, CL, +34.915618389, -79.660409399, 320.520, 424878.237, 1802027.013, 423.926, 15.737,0.038,0.104,27-May-2008 8:55:06 AM, 0.001,,2.532,6.912,1,6
150063, CL, +34.915646922, -79.660364567, 320.258, 424888.531, 1802040.521, 423.663, 15.737,0.022,0.060,27-May-2008 8:55:08 AM, 0.001,,2.530,6.907,1,6
150064, CL, +34.915674533, -79.660320752, 320.344, 424898.492, 1802053.723, 423.750, 15.737,0.015,0.042,27-May-2008 8:55:10 AM, 0.001,,2.528,6.902,1,6
150065, CL, +34.915701808, -79.660277792, 320.482, 424908.333, 1802066.666, 423.888, 15.737,0.096,0.263,27-May-2008 8:55:12 AM, 0.002,,2.526,6.896,1,6
150066, CL, +34.915729978, -79.660233256, 320.505, 424918.496, 1802080.085, 423.912, 15.737,0.034,0.092,27-May-2008 8:55:14 AM, 0.001,,2.524,6.891,1,6
150067, CL, +34.915759538, -79.660186917, 320.671, 424929.161, 1802094.048, 424.077, 15.737,0.063,0.171,27-May-2008 8:55:16 AM, 0.001,,2.521,6.886,1,6
150068, CL, +34.915788263, -79.660141032, 320.736, 424939.523, 1802107.872, 424.144, 15.737,0.091,0.249,27-May-2008 8:55:18 AM, 0.002,,2.519,6.881,1,6
150069, CL, +34.915816756, -79.660096228, 320.784, 424949.803, 1802121.372, 424.191, 15.737,0.033,0.089,27-May-2008 8:55:20 AM, 0.003,,2.517,6.876,1,6
150070, CL, +34.915844255, -79.660052189, 320.773, 424959.723, 1802134.640, 424.180, 15.737,0.011,0.031,27-May-2008 8:55:22 AM, 0.002,,2.515,6.870,1,6
150071, CL, +34.915875326, -79.660003268, 320.723, 424970.933, 1802149.380, 424.131, 15.737,0.036,0.098,27-May-2008 8:55:25 AM, 0.002,,2.512,6.863,1,6
150072, CL, +34.915899124, -79.659965210, 320.510, 424979.518, 1802160.846, 423.919, 15.737,0.011,0.031,27-May-2008 8:55:27 AM, 0.000,,2.510,6.857,1,6
150073, CL, +34.915925540, -79.659923994, 320.712, 424989.049, 1802173.265, 424.121, 15.737,0.074,0.203,27-May-2008 8:55:29 AM, 0.001,,2.508,6.852,1,6
150074, CL, +34.915950848, -79.659883159, 320.537, 424998.178, 1802185.568, 423.946, 15.737,0.035,0.095,27-May-2008 8:55:31 AM, 0.002,,2.506,6.847,1,6
150075, CL, +34.915975613, -79.659843474, 320.748, 425007.111, 1802197.524, 424.157, 15.737,0.038,0.105,27-May-2008 8:55:33 AM, 0.003,,2.504,6.842,1,6
150076, CL, +34.916000165, -79.659804723, 320.851, 425015.969, 1802209.199, 424.261, 15.737,0.034,0.093,27-May-2008 8:55:35 AM, 0.000,,2.501,6.837,1,6
150077, CL, +34.916024436, -79.659766618, 320.723, 425024.726, 1802220.681, 424.133, 15.737,0.037,0.101,27-May-2008 8:55:37 AM, 0.001,,2.499,6.832,1,6
150078, CL, +34.916047700, -79.659729014, 320.746, 425033.118, 1802232.009, 424.156, 15.737,0.028,0.076,27-May-2008 8:55:39 AM, 0.002,,2.497,6.826,1,6
150079, CL, +34.916072073, -79.659690599, 320.664, 425041.911, 1802243.584, 424.074, 15.737,0.014,0.039,27-May-2008 8:55:41 AM, 0.001,,2.495,6.821,1,6
150080, CL, +34.916094719, -79.659654854, 320.632, 425050.081, 1802254.354, 424.042, 15.737,0.073,0.200,27-May-2008 8:55:43 AM, 0.001,,2.493,6.816,1,6
150081, CL, +34.916117058, -79.659618919, 320.555, 425058.139, 1802265.180, 423.965, 15.737,0.035,0.096,27-May-2008 8:55:45 AM, 0.001,,2.491,6.811,1,6
150082, CL, +34.916150789, -79.659564795, 320.440, 425070.307, 1802281.486, 423.851, 15.737,0.077,0.210,27-May-2008 8:55:48 AM, 0.004,,2.488,6.803,1,6
150083, CL, +34.916172788, -79.659529855, 320.553, 425078.244, 1802292.013, 423.964, 15.737,0.038,0.104,27-May-2008 8:55:50 AM, 0.001,,2.486,6.798,1,6
150084, CL, +34.916194570, -79.659495499, 320.551, 425086.102, 1802302.365, 423.963, 15.737,0.023,0.063,27-May-2008 8:55:52 AM, 0.002,,2.484,6.793,1,6
150085, CL, +34.916215491, -79.659461629, 320.550, 425093.648, 1802312.568, 423.962, 15.737,0.066,0.180,27-May-2008 8:55:54 AM, 0.000,,2.482,6.788,1,6
150086, CL, +34.916235068, -79.659430338, 320.568, 425100.710, 1802321.996, 423.980, 15.737,0.067,0.182,27-May-2008 8:55:56 AM, 0.002,,2.480,6.782,1,6
150087, CL, +34.916252844, -79.659402648, 320.497, 425107.124, 1802330.339, 423.909, 15.737,0.095,0.260,27-May-2008 8:55:58 AM, 0.003,,2.478,6.777,1,6
150088, CL, +34.916276289, -79.659367403, 320.739, 425115.586, 1802340.961, 424.151, 15.737,0.088,0.240,27-May-2008 8:56:01 AM, 0.004,,2.474,6.770,1,6
150089, CL, +34.916295268, -79.659339213, 320.563, 425122.437, 1802349.457, 423.976, 15.737,0.023,0.063,27-May-2008 8:56:04 AM, 0.003,,2.471,6.762,1,6
150090, CL, +34.916323681, -79.659299096, 320.414, 425132.697, 1802361.552, 423.826, 15.737,0.076,0.208,27-May-2008 8:56:08 AM, 0.007,,2.467,6.752,1,6
150091, CL, +34.916345139, -79.659270769, 320.807, 425140.450, 1802370.095, 424.220, 15.737,0.017,0.048,27-May-2008 8:56:12 AM, 0.003,,2.463,6.741,1,6
150092, CL, +34.916366297, -79.659244343, 320.804, 425148.098, 1802378.068, 424.217, 15.737,0.061,0.167,27-May-2008 8:56:17 AM, 0.001,,2.458,6.728,1,6
170001, CL, +34.914287597, -79.662856722, 321.416, 424398.819, 1801290.148, 424.803, 15.737,0.015,0.041,27-May-2008 9:07:57 AM, 0.004,,1.901,5.075,1,6
170002, CL, +34.914303228, -79.662809897, 321.344, 424404.414, 1801304.223, 424.732, 15.737,0.038,0.102,27-May-2008 9:07:59 AM, 0.005,,1.900,5.071,1,6
170003, CL, +34.914320690, -79.662764710, 321.374, 424410.678, 1801317.811, 424.763, 15.737,0.017,0.046,27-May-2008 9:08:01 AM, 0.002,,1.898,5.067,1,6
170004, CL, +34.914338941, -79.662720537, 321.287, 424417.232, 1801331.098, 424.676, 15.737,0.012,0.033,27-May-2008 9:08:03 AM, 0.002,,1.897,5.063,1,6
170005, CL, +34.914357657, -79.662676586, 321.207, 424423.955, 1801344.319, 424.596, 15.737,0.057,0.153,27-May-2008 9:08:05 AM, 0.004,,1.896,5.058,1,6
170006, CL, +34.914375868, -79.662634026, 321.478, 424430.498, 1801357.121, 424.868, 15.737,0.014,0.036,27-May-2008 9:08:07 AM, 0.002,,1.895,5.054,1,6
170007, CL, +34.914395175, -79.662592470, 321.232, 424437.441, 1801369.625, 424.622, 15.737,0.013,0.033,27-May-2008 9:08:09 AM, 0.001,,1.894,5.050,1,6
170008, CL, +34.914416541, -79.662548456, 321.069, 424445.128, 1801382.872, 424.459, 15.737,0.013,0.033,27-May-2008 9:08:11 AM, 0.001,,1.893,5.046,1,6
170009, CL, +34.914438165, -79.662507190, 321.098, 424452.915, 1801395.294, 424.488, 15.737,0.037,0.099,27-May-2008 9:08:13 AM, 0.001,,1.892,5.042,1,6
170010, CL, +34.914459871, -79.662469133, 321.063, 424460.738, 1801406.756, 424.454, 15.737,0.044,0.116,27-May-2008 9:08:15 AM, 0.002,,1.890,5.038,1,6
170011, CL, +34.914482988, -79.662430069, 321.096, 424469.073, 1801418.522, 424.487, 15.737,0.029,0.078,27-May-2008 9:08:17 AM, 0.002,,1.889,5.034,1,6
170012, CL, +34.914507096, -79.662389851, 320.894, 424477.766, 1801430.637, 424.285, 15.737,0.026,0.071,27-May-2008 9:08:19 AM, 0.002,,1.888,5.030,1,6
170013, CL, +34.914529907, -79.662350470, 320.877, 424485.989, 1801442.498, 424.269, 15.737,0.033,0.088,27-May-2008 9:08:21 AM, 0.003,,1.887,5.025,1,6
170014, CL, +34.914552549, -79.662309296, 320.535, 424494.147, 1801454.895, 423.927, 15.737,0.029,0.078,27-May-2008 9:08:23 AM, 0.002,,1.886,5.021,1,6
170015, CL, +34.914575398, -79.662266571, 320.646, 424502.376, 1801467.759, 424.038, 15.737,0.072,0.192,27-May-2008 9:08:25 AM, 0.001,,1.885,5.017,1,6
170016, CL, +34.914599585, -79.662217985, 320.832, 424511.081, 1801482.382, 424.224, 15.737,0.071,0.189,27-May-2008 9:08:27 AM, 0.005,,1.884,5.013,1,6
170017, CL, +34.914628630, -79.662159724, 320.847, 424521.535, 1801499.918, 424.240, 15.737,0.013,0.034,27-May-2008 9:08:29 AM, 0.001,,1.882,5.009,1,6
170018, CL, +34.914644297, -79.662127462, 320.900, 424527.172, 1801509.627, 424.293, 15.737,0.029,0.078,27-May-2008 9:08:30 AM, 0.001,,1.882,5.007,1,6
170019, CL, +34.914660940, -79.662095505, 320.924, 424533.165, 1801519.247, 424.318, 15.737,0.045,0.119,27-May-2008 9:08:31 AM, 0.002,,1.881,5.005,1,6
