name, fCode, lati,long,ellHt,northing,easting,elev,antHt, horizPrec , vertPrec ,startTime,RMS,,,,NumPos,minSVs
250097, CL,34.9165439,-79.65971056,321.899,425213.659,1802238.741,425.306,15.737,0.037,0.062,5/29/08 9:39,0.004,,,,1,9
250098, CL,34.916563,-79.65968012,321.938,425220.551,1802247.914,425.345,15.737,0.036,0.06,5/29/08 9:39,0.004,,,,1,9
250099, CL,34.91658185,-79.6596501,322.007,425227.35,1802256.958,425.415,15.737,0.03,0.05,5/29/08 9:39,0.004,,,,1,9
250100, CL,34.9166,-79.6596213,322.013,425233.899,1802265.634,425.421,15.737,0.029,0.049,5/29/08 9:39,0.003,,,,1,9
250101, CL,34.91661691,-79.65959415,321.967,425239.996,1802273.814,425.375,15.737,0.042,0.07,5/29/08 9:39,0.003,,,,1,9
250102, CL,34.91664718,-79.65954596,322.086,425250.919,1802288.334,425.495,15.737,0.024,0.04,5/29/08 9:39,0.003,,,,1,9
250103, CL,34.91667112,-79.65950835,322.107,425259.557,1802299.664,425.516,15.737,0.042,0.07,5/29/08 9:39,0.004,,,,1,9
pt5aq, WD,34.91550096,-79.66135902,320.971,424837.395,1801742.063,424.367,15.737,0.021,0.034,5/29/08 9:41,0.004,,,,4,9
190001, CL,34.91438791,-79.66273423,320.867,424435.081,1801327.113,424.255,15.737,0.052,0.081,5/29/08 10:43,0.004,,,,1,8
190002, CL,34.91441861,-79.66268193,320.8,424446.148,1801342.865,424.189,15.737,0.046,0.073,5/29/08 10:43,0.005,,,,1,8
190003, CL,34.91444542,-79.66263449,320.839,424455.81,1801357.151,424.228,15.737,0.045,0.071,5/29/08 10:43,0.005,,,,1,8
190004, CL,34.91447082,-79.66258712,320.743,424464.959,1801371.414,424.133,15.737,0.049,0.076,5/29/08 10:43,0.005,,,,1,8
190005, CL,34.91449186,-79.66254478,320.715,424472.533,1801384.157,424.105,15.737,0.045,0.07,5/29/08 10:43,0.005,,,,1,8
190006, CL,34.91451594,-79.66249474,320.72,424481.194,1801399.215,424.11,15.737,0.035,0.056,5/29/08 10:43,0.005,,,,1,8
190007, CL,34.91453718,-79.66245171,320.675,424488.838,1801412.165,424.065,15.737,0.041,0.064,5/29/08 10:43,0.004,,,,1,8
190008, CL,34.91455811,-79.66240998,320.673,424496.371,1801424.727,424.064,15.737,0.044,0.069,5/29/08 10:43,0.004,,,,1,8
190009, CL,34.91457901,-79.66236919,320.622,424503.896,1801437.004,424.013,15.737,0.055,0.086,5/29/08 10:43,0.004,,,,1,8
190010, CL,34.91460054,-79.6623294,320.644,424511.651,1801448.985,424.035,15.737,0.068,0.106,5/29/08 10:43,0.005,,,,1,8
190011, CL,34.91462285,-79.66229008,320.632,424519.694,1801460.828,424.023,15.737,0.055,0.086,5/29/08 10:43,0.007,,,,1,8
190012, CL,34.91464574,-79.66225112,320.64,424527.944,1801472.562,424.032,15.737,0.06,0.094,5/29/08 10:43,0.006,,,,1,8
190013, CL,34.9146692,-79.66221268,320.638,424536.403,1801484.142,424.03,15.737,0.062,0.098,5/29/08 10:43,0.006,,,,1,8
190014, CL,34.91469308,-79.6621745,320.623,424545.021,1801495.645,424.015,15.737,0.068,0.106,5/29/08 10:43,0.006,,,,1,8
190015, CL,34.91471739,-79.66213601,320.572,424553.791,1801507.241,423.965,15.737,0.062,0.096,5/29/08 10:43,0.007,,,,1,8
190016, CL,34.91474211,-79.66209739,320.548,424562.708,1801518.88,423.941,15.737,0.053,0.083,5/29/08 10:43,0.006,,,,1,8
190017, CL,34.91476693,-79.66205801,320.504,424571.662,1801530.746,423.897,15.737,0.058,0.091,5/29/08 10:43,0.005,,,,1,8
190018, CL,34.91479232,-79.66201799,320.509,424580.821,1801542.804,423.903,15.737,0.045,0.071,5/29/08 10:43,0.006,,,,1,8
190019, CL,34.91481849,-79.66197722,320.444,424590.265,1801555.089,423.837,15.737,0.047,0.074,5/29/08 10:43,0.005,,,,1,8
190020, CL,34.9148454,-79.66193521,320.412,424599.974,1801567.748,423.806,15.737,0.055,0.086,5/29/08 10:43,0.005,,,,1,8
190021, CL,34.91487306,-79.66189145,320.321,424609.951,1801580.933,423.715,15.737,0.07,0.109,5/29/08 10:43,0.006,,,,1,8
190022, CL,34.91490123,-79.66184681,320.237,424620.115,1801594.381,423.631,15.737,0.057,0.089,5/29/08 10:43,0.007,,,,1,8
190023, CL,34.91493046,-79.66180134,320.036,424630.66,1801608.084,423.431,15.737,0.056,0.088,5/29/08 10:43,0.006,,,,1,8
190024, CL,34.91495923,-79.66175468,319.933,424641.037,1801622.142,423.329,15.737,0.065,0.102,5/29/08 10:43,0.006,,,,1,8
190025, CL,34.91498844,-79.66170874,320.008,424651.577,1801635.983,423.403,15.737,0.067,0.105,5/29/08 10:43,0.007,,,,1,8
190026, CL,34.91501706,-79.66166259,319.974,424661.899,1801649.887,423.37,15.737,0.072,0.113,5/29/08 10:43,0.007,,,,1,8
190027, CL,34.91504607,-79.66161767,320.056,424672.366,1801663.424,423.452,15.737,0.054,0.084,5/29/08 10:43,0.007,,,,1,8
190028, CL,34.91507426,-79.66157368,320.01,424682.54,1801676.678,423.407,15.737,0.069,0.108,5/29/08 10:43,0.005,,,,1,8
190029, CL,34.91510108,-79.66153081,320.033,424692.214,1801689.595,423.43,15.737,0.065,0.102,5/29/08 10:43,0.007,,,,1,8
190030, CL,34.91512728,-79.66148987,320.033,424701.667,1801701.93,423.43,15.737,0.069,0.108,5/29/08 10:44,0.007,,,,1,8
190031, CL,34.9151527,-79.66144964,320.082,424710.837,1801714.053,423.48,15.737,0.071,0.111,5/29/08 10:44,0.007,,,,1,8
190032, CL,34.91517784,-79.66140974,320.129,424719.906,1801726.074,423.526,15.737,0.076,0.118,5/29/08 10:44,0.007,,,,1,8
190033, CL,34.91520305,-79.66137033,320.179,424729.004,1801737.948,423.576,15.737,0.083,0.129,5/29/08 10:44,0.008,,,,1,8
190034, CL,34.9152279,-79.66133078,320.192,424737.966,1801749.864,423.59,15.737,0.063,0.099,5/29/08 10:44,0.008,,,,1,8
190035, CL,34.91525291,-79.66129158,320.223,424746.991,1801761.677,423.621,15.737,0.085,0.133,5/29/08 10:44,0.006,,,,1,8
190036, CL,34.91527783,-79.66125231,320.274,424755.981,1801773.508,423.673,15.737,0.079,0.123,5/29/08 10:44,0.009,,,,1,8
190037, CL,34.91530257,-79.66121287,320.251,424764.904,1801785.393,423.65,15.737,0.081,0.127,5/29/08 10:44,0.008,,,,1,8
190038, CL,34.91532753,-79.66117372,320.287,424773.913,1801797.189,423.687,15.737,0.076,0.119,5/29/08 10:44,0.008,,,,1,8
190039, CL,34.91535236,-79.66113431,320.378,424782.868,1801809.062,423.777,15.737,0.066,0.103,5/29/08 10:44,0.008,,,,1,8
190040, CL,34.91537745,-79.66109467,320.398,424791.922,1801821.005,423.798,15.737,0.063,0.098,5/29/08 10:44,0.007,,,,1,8
190041, CL,34.91540537,-79.66105071,320.402,424801.995,1801834.251,423.802,15.737,0.062,0.097,5/29/08 10:44,0.006,,,,1,8
190042, CL,34.91542837,-79.66101423,320.392,424810.292,1801845.244,423.793,15.737,0.056,0.087,5/29/08 10:44,0.006,,,,1,8
190043, CL,34.91545735,-79.66096911,320.448,424820.746,1801858.84,423.849,15.737,0.063,0.098,5/29/08 10:44,0.006,,,,1,8
190044, CL,34.91548394,-79.66092697,320.501,424830.341,1801871.536,423.902,15.737,0.068,0.106,5/29/08 10:44,0.006,,,,1,8
190045, CL,34.91551105,-79.66088402,320.544,424840.121,1801884.477,423.945,15.737,0.06,0.094,5/29/08 10:44,0.007,,,,1,8
190046, CL,34.91553878,-79.66084085,320.562,424850.125,1801897.486,423.963,15.737,0.081,0.126,5/29/08 10:44,0.006,,,,1,8
190047, CL,34.91556634,-79.66079685,320.57,424860.068,1801910.742,423.971,15.737,0.082,0.128,5/29/08 10:44,0.008,,,,1,8
190048, CL,34.91559438,-79.66075318,320.599,424870.184,1801923.901,424,15.737,0.073,0.114,5/29/08 10:44,0.008,,,,1,8
190049, CL,34.91562164,-79.66070924,320.655,424880.019,1801937.137,424.057,15.737,0.066,0.102,5/29/08 10:44,0.007,,,,1,8
190050, CL,34.91564932,-79.66066605,320.654,424890.004,1801950.151,424.056,15.737,0.067,0.105,5/29/08 10:44,0.007,,,,1,8
190051, CL,34.9156766,-79.66062283,320.68,424899.849,1801963.174,424.083,15.737,0.059,0.092,5/29/08 10:44,0.007,,,,1,8
190052, CL,34.91570361,-79.66057975,320.676,424909.592,1801976.155,424.079,15.737,0.058,0.091,5/29/08 10:44,0.006,,,,1,8
190053, CL,34.91573099,-79.66053724,320.697,424919.471,1801988.962,424.101,15.737,0.062,0.097,5/29/08 10:44,0.006,,,,1,8
190054, CL,34.9157578,-79.66049421,320.717,424929.141,1802001.927,424.121,15.737,0.053,0.082,5/29/08 10:44,0.006,,,,1,8
190055, CL,34.9157851,-79.66045165,320.771,424938.991,1802014.75,424.175,15.737,0.05,0.077,5/29/08 10:44,0.005,,,,1,8
190056, CL,34.91581197,-79.66040893,320.702,424948.685,1802027.622,424.106,15.737,0.056,0.087,5/29/08 10:44,0.005,,,,1,8
190057, CL,34.91583894,-79.66036628,320.759,424958.415,1802040.473,424.164,15.737,0.052,0.082,5/29/08 10:44,0.006,,,,1,8
190058, CL,34.91586608,-79.66032367,320.716,424968.207,1802053.311,424.121,15.737,0.062,0.097,5/29/08 10:44,0.005,,,,1,8
190059, CL,34.91589296,-79.6602808,320.741,424977.905,1802066.228,424.146,15.737,0.049,0.076,5/29/08 10:44,0.006,,,,1,8
190060, CL,34.91592009,-79.66023821,320.786,424987.691,1802079.06,424.191,15.737,0.057,0.089,5/29/08 10:44,0.005,,,,1,8
190061, CL,34.91594692,-79.6601955,320.824,424997.37,1802091.93,424.23,15.737,0.048,0.074,5/29/08 10:44,0.006,,,,1,8
190062, CL,34.91597386,-79.66015292,320.868,425007.089,1802104.759,424.274,15.737,0.052,0.081,5/29/08 10:44,0.005,,,,1,8
190063, CL,34.91600081,-79.66011006,320.881,425016.811,1802117.671,424.288,15.737,0.059,0.093,5/29/08 10:44,0.005,,,,1,8
190064, CL,34.91602785,-79.66006738,320.969,425026.568,1802130.53,424.376,15.737,0.052,0.08,5/29/08 10:44,0.006,,,,1,8
190065, CL,34.91605488,-79.66002457,320.964,425036.318,1802143.429,424.37,15.737,0.062,0.096,5/29/08 10:44,0.005,,,,1,8
190066, CL,34.91608162,-79.65998156,320.973,425045.967,1802156.386,424.38,15.737,0.064,0.1,5/29/08 10:44,0.006,,,,1,8
190067, CL,34.91610894,-79.65993905,321.019,425055.821,1802169.196,424.427,15.737,0.066,0.103,5/29/08 10:44,0.006,,,,1,8
190068, CL,34.91613547,-79.65989651,320.973,425065.391,1802182.012,424.381,15.737,0.059,0.091,5/29/08 10:44,0.007,,,,1,8
190069, CL,34.91616187,-79.65985447,321.043,425074.915,1802194.679,424.451,15.737,0.052,0.081,5/29/08 10:44,0.006,,,,1,8
190070, CL,34.91618812,-79.65981346,321.038,425084.388,1802207.036,424.446,15.737,0.064,0.1,5/29/08 10:44,0.005,,,,1,8
190071, CL,34.91621309,-79.65977334,321.076,425093.394,1802219.122,424.485,15.737,0.052,0.08,5/29/08 10:44,0.006,,,,1,8
190072, CL,34.91623724,-79.65973517,321.075,425102.106,1802230.624,424.483,15.737,0.062,0.097,5/29/08 10:44,0.005,,,,1,8
190073, CL,34.91626039,-79.65969857,321.119,425110.46,1802241.649,424.528,15.737,0.054,0.085,5/29/08 10:44,0.006,,,,1,8
190074, CL,34.91628241,-79.65966359,321.137,425118.403,1802252.188,424.547,15.737,0.06,0.093,5/29/08 10:44,0.005,,,,1,8
190075, CL,34.91630335,-79.65963083,321.151,425125.96,1802262.061,424.561,15.737,0.055,0.086,5/29/08 10:44,0.006,,,,1,8
190076, CL,34.91632275,-79.65960024,321.158,425132.958,1802271.278,424.568,15.737,0.065,0.101,5/29/08 10:44,0.006,,,,1,8
190077, CL,34.91634046,-79.65957178,321.146,425139.346,1802279.851,424.556,15.737,0.065,0.102,5/29/08 10:44,0.006,,,,1,8
190078, CL,34.91635737,-79.65954549,321.14,425145.45,1802287.774,424.551,15.737,0.067,0.105,5/29/08 10:44,0.007,,,,1,8
190079, CL,34.91638962,-79.65949506,321.214,425157.086,1802302.968,424.624,15.737,0.065,0.101,5/29/08 10:44,0.006,,,,1,8
190080, CL,34.91642173,-79.65944439,321.194,425168.668,1802318.236,424.605,15.737,0.066,0.103,5/29/08 10:44,0.006,,,,1,8
190081, CL,34.9164542,-79.65939304,321.24,425180.384,1802333.705,424.651,15.737,0.065,0.102,5/29/08 10:44,0.007,,,,1,8
190082, CL,34.9164875,-79.65934133,321.256,425192.4,1802349.287,424.668,15.737,0.058,0.09,5/29/08 10:44,0.006,,,,1,8
190083, CL,34.91650457,-79.65931449,321.316,425198.56,1802357.374,424.727,15.737,0.06,0.093,5/29/08 10:44,0.006,,,,1,8
190084, CL,34.91652232,-79.65928674,321.364,425204.962,1802365.736,424.776,15.737,0.065,0.102,5/29/08 10:44,0.006,,,,1,8
190085, CL,34.91654113,-79.65925815,321.365,425211.752,1802374.353,424.777,15.737,0.066,0.103,5/29/08 10:44,0.007,,,,1,8
190086, CL,34.91656083,-79.65922879,321.374,425218.863,1802383.202,424.786,15.737,0.066,0.102,5/29/08 10:45,0.007,,,,1,8
190087, CL,34.91658111,-79.65919942,321.353,425226.183,1802392.053,424.765,15.737,0.068,0.106,5/29/08 10:45,0.007,,,,1,8
190088, CL,34.91660152,-79.65917065,321.407,425233.556,1802400.727,424.82,15.737,0.064,0.1,5/29/08 10:45,0.007,,,,1,8
190089, CL,34.91662207,-79.65914293,321.39,425240.977,1802409.087,424.803,15.737,0.064,0.099,5/29/08 10:45,0.006,,,,1,8
190090, CL,34.91664284,-79.65911655,321.394,425248.482,1802417.045,424.807,15.737,0.073,0.113,5/29/08 10:45,0.006,,,,1,8
190091, CL,34.91666385,-79.65909124,321.442,425256.078,1802424.682,424.855,15.737,0.058,0.09,5/29/08 10:45,0.007,,,,1,8
190092, CL,34.91668507,-79.65906683,321.42,425263.751,1802432.052,424.833,15.737,0.056,0.087,5/29/08 10:45,0.006,,,,1,8
190093, CL,34.91670616,-79.65904369,321.443,425271.381,1802439.038,424.856,15.737,0.053,0.083,5/29/08 10:45,0.006,,,,1,8
190094, CL,34.91674071,-79.659008,321.442,425283.884,1802449.819,424.856,15.737,0.057,0.089,5/29/08 10:45,0.006,,,,1,8
19PT5, WD,34.91529074,-79.66123169,320.32,424760.637,1801779.722,423.719,15.737,0.025,0.039,5/29/08 10:46,0.005,,,,4,8
180001, CL,34.91429804,-79.66282445,321.319,424402.555,1801299.848,424.707,15.737,0.018,0.032,5/29/08 11:16,0.002,,,,1,6
180002, CL,34.91431405,-79.66278105,321.342,424408.296,1801312.896,424.73,15.737,0.02,0.035,5/29/08 11:17,0.001,,,,1,6
180003, CL,34.91433217,-79.66273639,321.265,424414.798,1801326.329,424.653,15.737,0.044,0.077,5/29/08 11:17,0.001,,,,1,6
180004, CL,34.9143517,-79.66269057,321.212,424421.814,1801340.111,424.601,15.737,0.057,0.101,5/29/08 11:17,0.003,,,,1,6
180005, CL,34.91437147,-79.6626438,321.271,424428.915,1801354.181,424.661,15.737,0.025,0.045,5/29/08 11:17,0.004,,,,1,6
180006, CL,34.91439274,-79.66259708,321.153,424436.562,1801368.238,424.542,15.737,0.027,0.047,5/29/08 11:17,0.002,,,,1,6
180007, CL,34.91441546,-79.66255062,321.119,424444.74,1801382.22,424.509,15.737,0.055,0.097,5/29/08 11:17,0.002,,,,1,6
180008, CL,34.91443995,-79.66250443,321.003,424453.558,1801396.125,424.393,15.737,0.047,0.083,5/29/08 11:17,0.004,,,,1,6
180009, CL,34.91446625,-79.66245905,320.994,424463.04,1801409.793,424.384,15.737,0.034,0.059,5/29/08 11:17,0.003,,,,1,6
180010, CL,34.91449311,-79.66241375,320.894,424472.724,1801423.438,424.285,15.737,0.028,0.049,5/29/08 11:17,0.002,,,,1,6
180011, CL,34.91452167,-79.66236977,320.828,424483.031,1801436.693,424.22,15.737,0.032,0.057,5/29/08 11:17,0.002,,,,1,6
180012, CL,34.91454924,-79.66232476,320.847,424492.972,1801450.253,424.239,15.737,0.02,0.035,5/29/08 11:17,0.002,,,,1,6
180013, CL,34.91457757,-79.6622805,320.861,424503.195,1801463.588,424.253,15.737,0.029,0.05,5/29/08 11:17,0.001,,,,1,6
180014, CL,34.91460598,-79.66223684,320.948,424513.445,1801476.746,424.34,15.737,0.02,0.035,5/29/08 11:17,0.002,,,,1,6
180015, CL,34.91463346,-79.66219273,320.81,424523.359,1801490.034,424.202,15.737,0.117,0.206,5/29/08 11:17,0.001,,,,1,6
180016, CL,34.91466146,-79.66214946,320.943,424533.461,1801503.073,424.336,15.737,0.127,0.223,5/29/08 11:17,0.007,,,,1,6
180017, CL,34.91468922,-79.66210595,320.951,424543.478,1801516.185,424.344,15.737,0.098,0.172,5/29/08 11:17,0.008,,,,1,6
180018, CL,34.91471729,-79.66206247,320.885,424553.605,1801529.287,424.279,15.737,0.112,0.196,5/29/08 11:17,0.006,,,,1,6
180019, CL,34.9147729,-79.66197468,320.817,424573.668,1801555.739,424.211,15.737,0.114,0.201,5/29/08 11:17,0.01,,,,1,6
180020, CL,34.91480094,-79.66193103,320.69,424583.787,1801568.893,424.084,15.737,0.126,0.221,5/29/08 11:17,0.007,,,,1,6
180021, CL,34.91482854,-79.6618874,320.607,424593.744,1801582.039,424.002,15.737,0.027,0.048,5/29/08 11:17,0.008,,,,1,6
180022, CL,34.91485617,-79.6618438,320.551,424603.711,1801595.174,423.946,15.737,0.041,0.072,5/29/08 11:17,0.002,,,,1,6
180023, CL,34.91488368,-79.66180013,320.466,424613.637,1801608.333,423.861,15.737,0.042,0.073,5/29/08 11:17,0.003,,,,1,6
180024, CL,34.91491118,-79.66175702,320.414,424623.556,1801621.324,423.809,15.737,0.025,0.045,5/29/08 11:17,0.003,,,,1,6
180025, CL,34.91493808,-79.66171382,320.394,424633.259,1801634.338,423.79,15.737,0.036,0.063,5/29/08 11:17,0.002,,,,1,6
180026, CL,34.91496788,-79.66166699,320.5,424644.011,1801648.449,423.896,15.737,0.082,0.144,5/29/08 11:17,0.002,,,,1,6
180027, CL,34.91499222,-79.66162851,320.507,424652.793,1801660.043,423.904,15.737,0.082,0.144,5/29/08 11:17,0.005,,,,1,6
180028, CL,34.91501899,-79.66158616,320.599,424662.449,1801672.803,423.996,15.737,0.108,0.189,5/29/08 11:17,0.005,,,,1,6
180029, CL,34.91504597,-79.66154408,320.472,424672.183,1801685.482,423.869,15.737,0.045,0.078,5/29/08 11:17,0.007,,,,1,6
180030, CL,34.91507264,-79.66150155,320.447,424681.804,1801698.298,423.844,15.737,0.106,0.186,5/29/08 11:17,0.003,,,,1,6
180031, CL,34.91509961,-79.66145904,320.457,424691.536,1801711.105,423.855,15.737,0.086,0.151,5/29/08 11:17,0.007,,,,1,6
180032, CL,34.91512661,-79.66141635,320.45,424701.276,1801723.967,423.848,15.737,0.086,0.151,5/29/08 11:17,0.006,,,,1,6
180033, CL,34.9151537,-79.66137339,320.444,424711.047,1801736.912,423.843,15.737,0.107,0.188,5/29/08 11:17,0.006,,,,1,6
180034, CL,34.91518086,-79.6613304,320.399,424720.848,1801749.864,423.798,15.737,0.063,0.111,5/29/08 11:17,0.007,,,,1,6
180035, CL,34.91520812,-79.66128721,320.447,424730.68,1801762.879,423.845,15.737,0.09,0.159,5/29/08 11:17,0.004,,,,1,6
180036, CL,34.91523536,-79.66124396,320.551,424740.509,1801775.91,423.95,15.737,0.118,0.208,5/29/08 11:17,0.006,,,,1,6
180037, CL,34.91526273,-79.6612005,320.476,424750.381,1801789.005,423.876,15.737,0.109,0.191,5/29/08 11:17,0.008,,,,1,6
180038, CL,34.91529028,-79.66115694,320.381,424760.322,1801802.129,423.78,15.737,0.102,0.179,5/29/08 11:17,0.007,,,,1,6
180039, CL,34.9153178,-79.66111333,320.416,424770.249,1801815.267,423.816,15.737,0.108,0.19,5/29/08 11:17,0.007,,,,1,6
180040, CL,34.91534525,-79.66106948,320.23,424780.151,1801828.479,423.63,15.737,0.103,0.181,5/29/08 11:17,0.007,,,,1,6
180041, CL,34.91537581,-79.66102177,320.32,424791.179,1801842.856,423.72,15.737,0.103,0.182,5/29/08 11:17,0.007,,,,1,6
180042, CL,34.91540051,-79.66098245,320.316,424800.088,1801854.702,423.717,15.737,0.103,0.182,5/29/08 11:17,0.007,,,,1,6
180043, CL,34.91543079,-79.66093522,320.367,424811.014,1801868.934,423.768,15.737,0.119,0.209,5/29/08 11:17,0.007,,,,1,6
180044, CL,34.91545756,-79.66089256,320.439,424820.671,1801881.786,423.84,15.737,0.089,0.156,5/29/08 11:17,0.008,,,,1,6
180045, CL,34.91548449,-79.66085018,320.458,424830.387,1801894.556,423.86,15.737,0.057,0.1,5/29/08 11:17,0.006,,,,1,6
180046, CL,34.91551155,-79.66080791,320.495,424840.151,1801907.294,423.897,15.737,0.083,0.145,5/29/08 11:17,0.004,,,,1,6
180047, CL,34.91553813,-79.6607652,320.528,424849.739,1801920.159,423.93,15.737,0.067,0.117,5/29/08 11:17,0.005,,,,1,6
180048, CL,34.91556511,-79.66072299,320.476,424859.475,1801932.88,423.879,15.737,0.032,0.057,5/29/08 11:17,0.004,,,,1,6
180049, CL,34.91559165,-79.66068025,320.513,424869.045,1801945.756,423.916,15.737,0.042,0.074,5/29/08 11:17,0.002,,,,1,6
180050, CL,34.91561866,-79.66063791,320.51,424878.792,1801958.515,423.913,15.737,0.076,0.134,5/29/08 11:17,0.003,,,,1,6
180051, CL,34.9156454,-79.66059553,320.583,424888.437,1801971.282,423.987,15.737,0.045,0.08,5/29/08 11:17,0.005,,,,1,6
180052, CL,34.91567211,-79.66055297,320.604,424898.072,1801984.107,424.008,15.737,0.052,0.092,5/29/08 11:17,0.003,,,,1,6
180053, CL,34.91569925,-79.66051083,320.646,424907.868,1801996.805,424.05,15.737,0.046,0.08,5/29/08 11:17,0.003,,,,1,6
180054, CL,34.91572591,-79.66046828,320.602,424917.485,1802009.623,424.006,15.737,0.031,0.054,5/29/08 11:17,0.003,,,,1,6
180055, CL,34.91577979,-79.66038368,320.909,424936.922,1802035.114,424.313,15.737,0.101,0.177,5/29/08 11:17,0.01,,,,1,6
180056, CL,34.9158066,-79.66034136,320.973,424946.597,1802047.864,424.378,15.737,0.128,0.225,5/29/08 11:17,0.006,,,,1,6
180057, CL,34.91583356,-79.66029907,321.011,424956.321,1802060.608,424.416,15.737,0.13,0.229,5/29/08 11:17,0.008,,,,1,6
180058, CL,34.91586017,-79.66025654,320.936,424965.923,1802073.421,424.342,15.737,0.117,0.205,5/29/08 11:17,0.008,,,,1,6
180059, CL,34.91588704,-79.66021435,321.071,424975.618,1802086.133,424.477,15.737,0.132,0.231,5/29/08 11:18,0.007,,,,1,6
180060, CL,34.91591367,-79.66017201,321.061,424985.224,1802098.888,424.467,15.737,0.116,0.203,5/29/08 11:18,0.008,,,,1,6
180061, CL,34.91596714,-79.66008764,321.152,425004.515,1802124.311,424.558,15.737,0.102,0.179,5/29/08 11:18,0.01,,,,1,6
180062, CL,34.91599375,-79.66004531,321.249,425014.114,1802137.064,424.656,15.737,0.065,0.115,5/29/08 11:18,0.007,,,,1,6
180063, CL,34.91602065,-79.66000313,321.213,425023.821,1802149.773,424.62,15.737,0.136,0.239,5/29/08 11:18,0.004,,,,1,6
180064, CL,34.91604735,-79.6599608,321.199,425033.451,1802162.527,424.607,15.737,0.107,0.188,5/29/08 11:18,0.009,,,,1,6
180065, CL,34.91607417,-79.65991825,321.236,425043.129,1802175.347,424.644,15.737,0.126,0.222,5/29/08 11:18,0.007,,,,1,6
180066, CL,34.91612784,-79.6598334,321.293,425062.49,1802200.913,424.701,15.737,0.118,0.206,5/29/08 11:18,0.009,,,,1,6
180067, CL,34.91615496,-79.65979095,321.251,425072.274,1802213.702,424.659,15.737,0.113,0.198,5/29/08 11:18,0.008,,,,1,6
180068, CL,34.9161817,-79.65974822,321.292,425081.923,1802226.578,424.701,15.737,0.082,0.145,5/29/08 11:18,0.007,,,,1,6
180069, CL,34.91620879,-79.65970576,321.377,425091.695,1802239.371,424.786,15.737,0.1,0.176,5/29/08 11:18,0.005,,,,1,6
180070, CL,34.91623567,-79.65966312,321.446,425101.394,1802252.216,424.856,15.737,0.116,0.204,5/29/08 11:18,0.006,,,,1,6
180071, CL,34.91626244,-79.65962036,321.509,425111.049,1802265.099,424.918,15.737,0.116,0.203,5/29/08 11:18,0.007,,,,1,6
180072, CL,34.91628958,-79.65957797,321.54,425120.843,1802277.873,424.951,15.737,0.109,0.192,5/29/08 11:18,0.007,,,,1,6
180073, CL,34.91639558,-79.65940945,321.554,425159.083,1802328.646,424.966,15.737,0.132,0.232,5/29/08 11:18,0.011,,,,1,6
180074, CL,34.91645734,-79.65931129,321.542,425181.362,1802358.219,424.954,15.737,0.123,0.215,5/29/08 11:18,0.01,,,,1,6
180075, CL,34.91647559,-79.65928288,321.518,425187.947,1802366.779,424.93,15.737,0.107,0.188,5/29/08 11:18,0.009,,,,1,6
450001, CL,34.91290647,-79.66715947,320.706,423904.833,1799996.921,424.057,15.737,0.025,0.047,5/29/08 11:50,0.002,,,,1,7
450002, CL,34.91292992,-79.66709527,320.694,423913.241,1800016.223,424.046,15.737,0.034,0.062,5/29/08 11:50,0.001,,,,1,7
450003, CL,34.91294479,-79.66705854,320.726,423918.577,1800027.27,424.078,15.737,0.046,0.084,5/29/08 11:50,0.002,,,,1,7
450004, CL,34.91296112,-79.66701977,320.678,423924.442,1800038.933,424.03,15.737,0.043,0.079,5/29/08 11:50,0.003,,,,1,7
450005, CL,34.91297891,-79.66697936,320.681,423930.835,1800051.09,424.034,15.737,0.041,0.076,5/29/08 11:50,0.003,,,,1,7
450006, CL,34.91299701,-79.66693798,320.758,423937.337,1800063.54,424.111,15.737,0.046,0.084,5/29/08 11:50,0.003,,,,1,7
450007, CL,34.91301636,-79.66689798,320.761,423944.299,1800075.578,424.114,15.737,0.033,0.061,5/29/08 11:50,0.003,,,,1,7
450008, CL,34.91303392,-79.66686026,320.723,423950.613,1800086.929,424.077,15.737,0.041,0.075,5/29/08 11:50,0.002,,,,1,7
450009, CL,34.91304871,-79.66682887,320.728,423955.932,1800096.376,424.082,15.737,0.038,0.07,5/29/08 11:50,0.003,,,,1,7
450010, CL,34.91306718,-79.66679123,320.686,423962.577,1800107.703,424.039,15.737,0.046,0.084,5/29/08 11:50,0.003,,,,1,7
450011, CL,34.9130852,-79.66675397,320.7,423969.063,1800118.919,424.054,15.737,0.052,0.095,5/29/08 11:50,0.003,,,,1,7
450012, CL,34.91310532,-79.66671216,320.642,423976.3,1800131.499,423.996,15.737,0.048,0.087,5/29/08 11:50,0.003,,,,1,7
450013, CL,34.91313494,-79.66665211,320.665,423986.957,1800149.576,424.02,15.737,0.039,0.071,5/29/08 11:50,0.002,,,,1,7
450014, CL,34.91315288,-79.66661637,320.65,423993.415,1800160.333,424.005,15.737,0.035,0.064,5/29/08 11:50,0.003,,,,1,7
450015, CL,34.91317303,-79.66657777,320.734,424000.672,1800171.954,424.089,15.737,0.045,0.082,5/29/08 11:50,0.002,,,,1,7
450016, CL,34.91319554,-79.66653699,320.765,424008.779,1800184.233,424.121,15.737,0.051,0.094,5/29/08 11:50,0.003,,,,1,7
450017, CL,34.91322005,-79.66649497,320.807,424017.614,1800196.888,424.163,15.737,0.061,0.112,5/29/08 11:50,0.003,,,,1,7
450018, CL,34.91324659,-79.66645221,320.685,424027.187,1800209.772,424.041,15.737,0.062,0.115,5/29/08 11:50,0.004,,,,1,7
