brb2rusABCD,Y:\Documents\Engineering\Data\LOR\CSX_KanawhaSub\brb2rusABCD,
UTM,17 North,NAD 1983 (Conus) CORS96,GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,covXX,covYY,covZZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
1107_B,RCL,+38.410054781,-82.264715668,479.789,13950331.085,1278149.469,581.498,6.995,09:00:53 5 Feb 2010,0.000,0.000,0.000,0.043,0.062,0.006,,,,1,14
1108_B,RCL,+38.410045444,-82.264732178,479.779,13950327.751,1278144.693,581.487,6.995,09:00:53 5 Feb 2010,0.000,0.000,0.000,0.043,0.062,0.006,,,,1,14
1109_B,RCL,+38.410036233,-82.264748789,479.778,13950324.463,1278139.889,581.486,6.995,09:00:53 5 Feb 2010,0.000,0.000,0.000,0.043,0.062,0.006,,,,1,14
1110_B,RCL,+38.410027020,-82.264765452,479.769,13950321.174,1278135.069,581.477,6.995,09:00:53 5 Feb 2010,0.000,0.000,0.000,0.043,0.062,0.006,,,,1,14
1111_B,RCL,+38.410017873,-82.264782121,479.786,13950317.910,1278130.249,581.494,6.995,09:00:53 5 Feb 2010,0.000,0.000,0.000,0.043,0.062,0.006,,,,1,14
1112_B,RCL,+38.410008704,-82.264798847,479.776,13950314.637,1278125.412,581.484,6.995,09:00:54 5 Feb 2010,0.000,0.000,0.000,0.045,0.055,0.005,,,,1,13
1113_B,RCL,+38.409999633,-82.264815641,479.778,13950311.401,1278120.556,581.486,6.995,09:00:54 5 Feb 2010,0.000,0.000,0.000,0.045,0.055,0.005,,,,1,13
1114_B,RCL,+38.409990526,-82.264832348,479.753,13950308.151,1278115.725,581.461,6.995,09:00:54 5 Feb 2010,0.000,0.000,0.000,0.045,0.055,0.005,,,,1,13
1115_B,RCL,+38.409981551,-82.264849211,479.796,13950304.950,1278110.849,581.504,6.995,09:00:54 5 Feb 2010,0.000,0.000,0.000,0.045,0.055,0.005,,,,1,13
1116_B,RCL,+38.409972665,-82.264866111,479.805,13950301.781,1278105.964,581.513,6.995,09:00:54 5 Feb 2010,0.000,0.000,0.000,0.045,0.055,0.005,,,,1,13
1117_B,RCL,+38.409963679,-82.264882956,479.813,13950298.576,1278101.094,581.521,6.995,09:00:55 5 Feb 2010,0.000,0.000,0.000,0.044,0.051,0.004,,,,1,12
1118_B,RCL,+38.409954806,-82.264899896,479.830,13950295.412,1278096.197,581.538,6.995,09:00:55 5 Feb 2010,0.000,0.000,0.000,0.044,0.051,0.004,,,,1,12
1119_B,RCL,+38.409945985,-82.264916823,479.813,13950292.267,1278091.304,581.521,6.995,09:00:55 5 Feb 2010,0.000,0.000,0.000,0.044,0.051,0.004,,,,1,12
1120_B,RCL,+38.409937128,-82.264933792,479.793,13950289.109,1278086.399,581.501,6.995,09:00:55 5 Feb 2010,0.000,0.000,0.000,0.044,0.051,0.004,,,,1,12
1121_B,RCL,+38.409928445,-82.264950777,479.800,13950286.015,1278081.490,581.508,6.995,09:00:55 5 Feb 2010,0.000,0.000,0.000,0.044,0.051,0.004,,,,1,12
1122_B,RCL,+38.409919737,-82.264967832,479.791,13950282.912,1278076.561,581.499,6.995,09:00:56 5 Feb 2010,0.000,0.000,0.000,0.048,0.055,0.005,,,,1,12
1123_B,RCL,+38.409911037,-82.264984898,479.834,13950279.812,1278071.629,581.542,6.995,09:00:56 5 Feb 2010,0.000,0.000,0.000,0.048,0.055,0.005,,,,1,12
1124_B,RCL,+38.409902457,-82.265001996,479.787,13950276.755,1278066.689,581.494,6.995,09:00:56 5 Feb 2010,0.000,0.000,0.000,0.048,0.055,0.005,,,,1,12
1125_B,RCL,+38.409893886,-82.265019041,479.782,13950273.702,1278061.763,581.489,6.995,09:00:56 5 Feb 2010,0.000,0.000,0.000,0.048,0.055,0.005,,,,1,12
1126_B,RCL,+38.409885386,-82.265036138,479.792,13950270.674,1278056.823,581.500,6.995,09:00:56 5 Feb 2010,0.000,0.000,0.000,0.048,0.055,0.005,,,,1,12
1127_B,RCL,+38.409876906,-82.265053248,479.760,13950267.654,1278051.880,581.468,6.995,09:00:57 5 Feb 2010,0.000,0.000,0.000,0.051,0.059,0.005,,,,1,12
